Incident Date,State,City Or County,Address,# Killed,# Injured,Year
2016-08-05,Michigan,Pontiac,70 block of Thorpe Street,1,3,2016
2016-08-05,California,Perris,21600 block of Rider St,2,2,2016
2016-08-04,Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,2016
2016-08-03,Georgia,Decatur,4110 Glenwood Road,1,3,2016
2016-08-02,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,0,4,2016
2016-08-01,Indiana,Evansville,South Bedford Avenue,0,4,2016
2016-07-31,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,2016
2016-07-31,Texas,Austin,208 E 6th St,1,4,2016
2016-07-30,Missouri,Saint Louis,5000 block of Kensington Ave,0,5,2016
2016-07-30,Washington,Mukilteo,10009 Chennault Beach,3,1,2016
2016-07-30,Georgia,Townsend (Eulonia),14699 Highway 17,0,5,2016
2016-07-29,Georgia,Athens,Trail Creek St,0,7,2016
2016-07-28,New York,Elmira,303 College Ave,0,5,2016
2016-07-28,Maryland,Baltimore,Greenmount Avenue,0,4,2016
2016-07-28,Illinois,Chicago,800 block of West 50th Place,2,2,2016
2016-07-25,Florida,Fort Myers,3580 Evans Ave,2,19,2016
2016-07-24,Ohio,Hamilton,1555 Main St,1,7,2016
2016-07-23,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,2016
2016-07-23,Ohio,Cincinnati,3400 block of Beekman St,2,2,2016
2016-07-23,New York,Brooklyn,Fountain Avenue,0,4,2016
2016-07-23,Texas,Bastrop,202 Childers Drive,4,1,2016
2016-07-22,Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,2016
2016-07-21,Illinois,Chicago,4400 block of South Leamington,0,5,2016
2016-07-20,California,Fresno,Hedges at Peach and Olive,0,4,2016
2016-07-19,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,2016
2016-07-17,Texas,Houston,6610 Tidwell,1,3,2016
2016-07-17,Michigan,Detroit,Grand River and McGraw avenue,0,4,2016
2016-07-17,Louisiana,Baton Rouge,9611 Airline Hwy,4,3,2016
2016-07-16,Texas,Dallas,6300 block of Benavides Drive,0,5,2016
2016-07-16,Ohio,Cleveland,5000 block of Euclid Avenue,0,5,2016
2016-07-16,California,San Bernardino,1200 block of West 25th Street,0,4,2016
2016-07-16,California,Bakersfield,621 Stephens Drive,1,14,2016
2016-07-16,Tennessee,Clarksville,1348 College Street,0,6,2016
2016-07-15,Washington,Woodland,4006 NW 417th Street,3,1,2016
2016-07-14,Texas,Crosby,400 block of Pecan Avenue,3,1,2016
2016-07-14,California,Oakland,1600 block of 7th Street,0,4,2016
2016-07-14,Ohio,Akron,900 block of Moeller Avenue,1,3,2016
2016-07-13,Georgia,Warner Robins,105 Magnolia Avenue,0,5,2016
2016-07-13,Missouri,Saint Louis,3000 block of Miami St,2,2,2016
2016-07-11,Maryland,Baltimore,1800 block of W. North Avenue,0,5,2016
2016-07-11,Michigan,Jackson,500 block of Summit Avenue,0,4,2016
2016-07-11,District of Columbia,Washington,"5100 block of Call Pl., SE",0,4,2016
2016-07-11,Michigan,Saint Joseph,811 Port St,3,2,2016
2016-07-07,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,2016
2016-07-07,Texas,Dallas,800 Main St,5,9,2016
2016-07-07,Tennessee,Bristol,536 Volunteer Pkwy,1,4,2016
2016-07-05,California,Los Angeles,56th Street and Naomi Avenue,0,4,2016
2016-07-04,New York,Brooklyn,419 Chauncey St,0,7,2016
2016-07-04,Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4,2016
2016-07-04,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,2016
2016-07-04,Ohio,Cleveland,1400 block of W. 107 Street,0,4,2016
2016-07-04,Texas,Houston,1300 block of Robin,3,2,2016
2016-07-04,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,2016
2016-07-03,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,2016
2016-07-03,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,2016
2016-06-30,Illinois,Chicago,9500 block of South Loomis Street,1,4,2016
2016-06-29,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,2016
2016-06-28,California,Los Angeles,13800 block of S Avalon Boulevard,1,3,2016
2016-06-28,Illinois,Chicago,1600 block of South Christiana,0,4,2016
2016-06-27,Oregon,Woodburn,13436 Killiam Loop NE,3,1,2016
2016-06-26,South Carolina,Bennettsville,Highway 38 N,0,4,2016
2016-06-26,North Carolina,Charlotte,2240 Camp Greene St,0,5,2016
2016-06-26,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,2016
2016-06-26,Texas,Houston,6000 block of Elm Street,1,3,2016
2016-06-26,Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,2016
2016-06-25,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,2016
2016-06-25,Virginia,Norfolk,700 block of Craig Street,0,4,2016
2016-06-25,Illinois,Chicago,1400 block of W. 114th Place,0,4,2016
2016-06-24,Kansas,Kansas City,N. 3rd and Walker,0,4,2016
2016-06-24,Connecticut,Hartford,Brook and Winter Street,0,5,2016
2016-06-24,Maryland,District Heights,3100 block of Orleans Ave,3,2,2016
2016-06-22,Washington,Olympia,500 block of Dutterow Road SE,3,1,2016
2016-06-22,Georgia,Dekalb (county),Lancashire Drive and Central Drive,1,4,2016
2016-06-22,Illinois,Chicago,3100 block of West Warren,0,4,2016
2016-06-21,New Jersey,Willingboro,Mosshill Lane,0,4,2016
2016-06-21,Kentucky,Louisville,2802 Rodman Street,2,2,2016
2016-06-19,Virginia,Roanoke,2328 Melrose Avenue,0,4,2016
2016-06-18,Virginia,Exmore,Fredrick Douglas Road,1,3,2016
2016-06-18,Georgia,Waycross,2625 Arnold Ct,2,2,2016
2016-06-18,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,2016
2016-06-14,Delaware,Wilmington,South Van Buren and Elm streets,0,4,2016
2016-06-14,California,Oakland,1301 Franklin Street,1,3,2016
2016-06-13,California,Fresno,East El Monte Way and Recreation Avenue,0,4,2016
2016-06-13,New York,Brooklyn,Avenue D and E. 57th,0,5,2016
2016-06-13,Illinois,Chicago,3200 block of West Congress,0,5,2016
2016-06-12,Florida,Orlando,1912 S Orange Avenue,50,53,2016
2016-06-11,New Mexico,Roswell,2300 block of Davis Ave,5,0,2016
2016-06-11,Minnesota,Webster,4000 block of Elmore Avenue,0,4,2016
2016-06-11,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,2016
2016-06-11,California,Stockton,Alvarado Avenue,1,3,2016
2016-06-11,California,Panorama City,8500 block of Cedros Avenue,3,2,2016
2016-06-09,Florida,Fort Walton Beach,Landview Drive,0,4,2016
2016-06-08,District of Columbia,Washington,1300 North Capitol St NW,0,4,2016
2016-06-08,Massachusetts,Boston,66 Washington St,1,3,2016
2016-06-06,California,Visalia,33 60 South Fairway Street,0,4,2016
2016-06-05,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,2016
2016-06-05,Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,2016
2016-06-05,Arizona,Phoenix,8152 N Black Canyon Hwy,2,4,2016
2016-06-05,New York,Brooklyn,Mermaid Ave and 16th St.,0,4,2016
2016-06-04,Colorado,Denver,3600 block of Hudson Street,3,1,2016
2016-05-31,Illinois,Chicago,3300 block of West Huron Street,0,4,2016
2016-05-31,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,2016
2016-05-30,Maryland,Baltimore,500 block of East 43rd Street,0,5,2016
2016-05-30,California,Sacramento,3900 block of 44th,0,5,2016
2016-05-29,Nevada,Las Vegas,200 block of N 3rd St,0,4,2016
2016-05-29,New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6,2016
2016-05-29,Indiana,Indianapolis,300 block of South Meridian Street,0,4,2016
2016-05-29,Texas,Houston,13210 Memorial Dr,2,6,2016
2016-05-23,New Jersey,Newark,102 Isabella Avenue,0,5,2016
2016-05-22,Louisiana,New Orleans,8639 Apple St,0,4,2016
2016-05-22,California,Stockton,Poplar and Sutter Streets,1,3,2016
2016-05-22,Tennessee,Nashville,100 block of Rains Avenue,0,4,2016
2016-05-21,Georgia,Jackson,Levi Barnes Road,1,3,2016
2016-05-18,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,2016
2016-05-17,South Carolina,Ravenel,5360 Savannah Highway,3,1,2016
2016-05-15,Indiana,Evansville,420 North Garvin Street,0,4,2016
2016-05-15,Georgia,Moultrie,Rossman Dairy Road,5,0,2016
2016-05-14,Georgia,Atlanta,Cordova and Peoples Street,0,5,2016
2016-05-14,West Virginia,Charleston,2337 Washington St W,1,3,2016
2016-05-11,Alabama,Birmingham,1400 block of 21st St N,1,4,2016
2016-05-11,Illinois,Chicago,7100 block of South State Street,0,5,2016
2016-05-08,Texas,Austin,8600 block of North Lamar,1,3,2016
2016-05-06,Michigan,Detroit,12300 block of Gratiot,1,4,2016
2016-05-06,Alabama,Montgomery,1300 block of Clay Street,1,3,2016
2016-05-06,Maryland,Bethesda,7101 Democracy Blvd,3,3,2016
2016-05-05,Louisiana,Shreveport,300 block of North Thomas Drive,2,6,2016
2016-05-05,Florida,Miami,2108 NW 19th Terrace,1,3,2016
2016-05-04,Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7,2016
2016-05-01,Tennessee,Murfreesboro,1955 Old Castle Drive,0,5,2016
2016-04-29,Missouri,Saint Louis (Ferguson),400 block of N Dade Ave,0,4,2016
2016-04-29,California,Oakland,3200 block of San Pablo Avenue,0,5,2016
2016-04-27,Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2,2016
2016-04-27,Mississippi,Kilmichael,Pecan Drive,3,1,2016
2016-04-26,Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,1,4,2016
2016-04-25,Tennessee,Nashville,400 Charlotte Avenue,0,4,2016
2016-04-25,Florida,Miami,1506 Northwest 70th Street,0,5,2016
2016-04-24,Virginia,Halifax,1055 L P Bailey Memorial Hwy,0,5,2016
2016-04-24,Illinois,Chicago (Englewood),2000 block of West 68th Place,2,3,2016
2016-04-24,Colorado,Denver,1400 block of 14th Street,0,4,2016
2016-04-23,Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3,2016
2016-04-23,Alabama,Auburn,1200 block of Lee Road 83,3,1,2016
2016-04-23,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4,2016
2016-04-23,Kansas,Topeka,3732 SW Topeka Blvd,1,4,2016
2016-04-22,Ohio,Piketon,4077 Union Hill Rd,8,0,2016
2016-04-22,Georgia,Appling,3162 Johnson Drive,6,0,2016
2016-04-21,Maryland,Baltimore,4800 block of Frankford Avenue,0,4,2016
2016-04-19,Alabama,Blountsville,81551 Us Highway 278,1,4,2016
2016-04-19,Illinois,Chicago,2700 block of West 53rd Street,1,3,2016
2016-04-19,Illinois,Chicago,1400 block of West 84th Street,1,4,2016
2016-04-18,California,Long Beach,1200 block of E. 17th Street,1,3,2016
2016-04-17,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,2016
2016-04-17,South Carolina,Pelzer,200 block of Eastview Road,1,3,2016
2016-04-17,Texas,Edinburg,5021 W St Hwy 107,1,6,2016
2016-04-16,Michigan,Detroit,9500 block of Oakland,1,4,2016
2016-04-16,Florida,Orlando,1100 block of Conley Street,2,4,2016
2016-04-16,Alabama,Enterprise,Baxter Street,0,4,2016
2016-04-10,Wisconsin,Milwaukee,76th and Sheridan,1,3,2016
2016-04-10,California,Los Angeles,84th Street and Towne Avenue,0,4,2016
2016-04-09,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,2016
2016-04-09,Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,2016
2016-04-09,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,2016
2016-04-07,Illinois,Chicago,2200 block of East 70th Place,0,4,2016
2016-03-31,Illinois,Chicago (Englewood),6800 block of South Throop,0,4,2016
2016-03-25,Illinois,Chicago,4500 block of West West End Avenue,0,4,2016
2016-03-25,Colorado,Denver,8501 E. Alameda Avenue,0,4,2016
2016-03-21,Illinois,Chicago,5700 block of West Washington Boulevard,0,4,2016
2016-03-19,Florida,Plantation,12050 NW 4th Court,1,4,2016
2016-03-19,Alabama,Wetumpka,South Shelby Street,2,2,2016
2016-03-15,Georgia,Atlanta,Donald Lee Hollowell Drive,0,5,2016
2016-03-13,Florida,Fort Myers,50 South Road,0,4,2016
2016-03-12,Oregon,Portland,16126 S.E. Stark St.,0,4,2016
2016-03-12,California,Oakland,Interstate 880,0,4,2016
2016-03-11,Michigan,Detroit,2600 block of Hazelwood,2,2,2016
2016-03-11,New Jersey,Trenton,Oliver Avenue,0,5,2016
2016-03-09,Pennsylvania,Pittsburgh,1304 Franklin Ave,5,3,2016
2016-03-08,Texas,San Antonio,Sherman St,2,3,2016
2016-03-07,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,2016
2016-03-07,Kansas,Kansas City,3000 block of South 36th Street,5,0,2016
2016-03-06,Massachusetts,Chelsea,120 Washington Avenue,1,6,2016
2016-03-06,Georgia,Roswell,890 Atlanta St,0,4,2016
2016-03-06,California,Compton,900 block of West Victoria Street,1,8,2016
2016-03-05,Kansas,Wichita,116 North Mead,0,4,2016
2016-03-04,Ohio,Columbus,900 E 5th Ave,1,3,2016
2016-02-28,Michigan,Detroit,8800 block of Livernois,0,5,2016
2016-02-28,California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3,2016
2016-02-27,Virginia,Woodbridge (Lake Ridge),13051 Lashmere Ct,2,2,2016
2016-02-26,Washington,Belfair,300 block of Horseshoe Rd.,5,0,2016
2016-02-25,Kansas,Hesston,200 S Ridge Rd,4,14,2016
2016-02-23,Arizona,Glendale,4812 West Sunnyside Ave,5,0,2016
2016-02-23,Florida,Daytona Beach,1042 Sheridan Road,0,4,2016
2016-02-21,Texas,Houston,5100 block of Idaho Street,0,5,2016
2016-02-21,Missouri,Hazelwood,7217 N Lindbergh Blvd,1,3,2016
2016-02-20,Florida,Tampa,2810 E. Bearss Ave,1,3,2016
2016-02-20,Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,2016
2016-02-20,Alabama,Bessemer,200 block of Elm Street,1,3,2016
2016-02-20,Florida,Orlando,446 S Parramore Ave,0,4,2016
2016-02-20,Mississippi,Iuka,231 Co Rd 201,2,3,2016
2016-02-19,Missouri,Edgerton,4100 block of Buena Vista Road,4,0,2016
2016-02-19,California,Vallejo,509 Porter Street,1,3,2016
2016-02-14,Texas,Houston,8449 Gulf Freeway,1,3,2016
2016-02-14,Alabama,Eutaw (Union),Earnest Friday Road,0,5,2016
2016-02-13,Louisiana,Marrero,5425 Lapalco Boulevard,0,4,2016
2016-02-07,Mississippi,Pass Christian,Davis Avenue,2,4,2016
2016-02-07,Florida,Orlando,7432 Universal Blvd,2,10,2016
2016-02-07,New York,Rochester,547 State St,1,7,2016
2016-02-07,Illinois,Chicago (Englewood),6500 block of South Green Street,0,4,2016
2016-02-06,California,Los Angeles,12800 block of Cook Street,1,3,2016
2016-02-06,Florida,Apopka,10th Street,0,4,2016
2016-02-06,Florida,Tampa,8123 N Nebraska Ave,2,6,2016
2016-02-03,District of Columbia,Washington,1500 block of Butler St. SE,0,4,2016
2016-01-30,Arizona,Glendale,67th and Missouri Avenue,3,5,2016
2016-01-27,Virginia,Chesapeake,1401 N. George Washington Hwy,6,0,2016
2016-01-26,Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3,2016
2016-01-25,California,Perris,140 S. D Street,1,4,2016
2016-01-23,California,Los Angeles,8105 Avalon Blvd,2,2,2016
2016-01-17,Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,1,3,2016
2016-01-11,Delaware,Wilmington,900 block of Brown Street,1,4,2016
2016-01-08,District of Columbia,Washington,1700 East Capitol Street Northeast,0,4,2016
2016-01-08,Illinois,Chicago,1500 block of South Kedzie,1,4,2016
2016-01-07,Tennessee,Memphis,3800 block of Kerwood Avenue,1,3,2016
2016-01-06,Florida,Lakeland,2312 East Magnolia Street,3,1,2016
2017-12-31,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,2017
2017-12-31,Illinois,Chicago,2335 Howard St,0,4,2017
2017-12-31,New Jersey,Long Branch,635 Wall St,4,0,2017
2017-12-27,Nevada,Las Vegas,3750 E Bonanza Rd,2,2,2017
2017-12-26,Florida,Miami,NW 18th Ave and 86th Ter,0,5,2017
2017-12-24,Mississippi,Vicksburg,1111 Mulberry Street,0,5,2017
2017-12-24,Alabama,Troy,100 block of Chapman St,1,4,2017
2017-12-23,Louisiana,Eunice,100 block of City Avenue,1,3,2017
2017-12-23,Alabama,Birmingham,3rd Ave N and 9th St N,0,4,2017
2017-12-21,Louisiana,Lafayette,1500 block of N University Avenue,0,4,2017
2017-12-21,Pennsylvania,Philadelphia,6600 block of Dorel St,1,3,2017
2017-12-16,Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4,2017
2017-12-15,California,Pacoima,13041 Jouett Street,0,5,2017
2017-12-13,Ohio,Columbus,200 block of E Barthman Ave,1,3,2017
2017-12-12,Kentucky,Louisville,17th and Gallagher Streets,0,4,2017
2017-12-12,Texas,Garland,1301 Rivercrest Ln,0,4,2017
2017-12-09,Massachusetts,Boston,Proctor St,0,4,2017
2017-12-06,Illinois,Chicago,4620 N Broadway,0,4,2017
2017-12-04,Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,2017
2017-12-03,Tennessee,Memphis,656 Marshall Ave,1,3,2017
2017-12-02,Michigan,Detroit,5200 Woodward Avenue,0,4,2017
2017-11-30,Michigan,Detroit,11000 block of Gunston,1,4,2017
2017-11-24,Mississippi,Brookhaven,119 Martin Street,1,6,2017
2017-11-24,Ohio,Cleveland,11618 Buckeye Rd,1,5,2017
2017-11-18,Minnesota,Minneapolis,3600 block of Emerson Avenue North,0,4,2017
2017-11-17,Louisiana,New Iberia,900 Block of Mississippi St,0,4,2017
2017-11-16,Georgia,Columbus,1400 block of 15th Street,0,7,2017
2017-11-14,California,Corning,17357 Stagecoach Rd,6,12,2017
2017-11-14,California,Richmond,900 Block of View Dr,2,2,2017
2017-11-12,Indiana,Gary,4601 Melton Rd,0,7,2017
2017-11-12,California,Fresno,S Calvin Ave,0,5,2017
2017-11-12,Georgia,Atlanta,50 Lower Alabama St,2,2,2017
2017-11-11,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,2017
2017-11-11,Louisiana,New Orleans,Forstall Street and Burgundy Street,1,5,2017
2017-11-11,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,2017
2017-11-10,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,2017
2017-11-09,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,2017
2017-11-05,Texas,Sutherland Springs,216 4th St,27,20,2017
2017-11-04,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,2017
2017-11-04,Ohio,Youngstown,2810 Market St,0,4,2017
2017-11-04,California,Santa Monica,1515 Ocean Avenue,1,3,2017
2017-11-03,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,2017
2017-11-03,California,Gardena,E 163rd St and S Main St,0,4,2017
2017-11-03,New York,Buffalo,147 Roosevelt Ave,0,4,2017
2017-11-03,Louisiana,Lacombe,27600 block of Mirmar Street,1,4,2017
2017-10-29,Texas,Austin,5500 block of Ave F,1,3,2017
2017-10-28,Ohio,Toledo,1327 N Huron St,0,4,2017
2017-10-28,Virginia,Petersburg,N Sycamore St and Franklin,1,3,2017
2017-10-27,Kentucky,Louisville,1716 Prentice St,0,6,2017
2017-10-27,California,San Francisco,1100 block of Fillmore,0,4,2017
2017-10-23,California,Clearlake Oaks,13000 block of Anchor Village,2,3,2017
2017-10-22,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,2017
2017-10-22,Alabama,Lanett,1606 19th St Sw,2,7,2017
2017-10-21,Florida,Jacksonville,164 E Eubanks St,0,4,2017
2017-10-21,Tennessee,Nashville,1277 12th Ave S,0,4,2017
2017-10-21,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,2017
2017-10-21,Florida,Tampa,400 Block of E Nordica St,0,4,2017
2017-10-18,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,2017
2017-10-17,New York,Brooklyn,181 Martense St,0,4,2017
2017-10-16,Mississippi,Meridian,5th Street,1,3,2017
2017-10-15,Texas,Houston,6233 Gulfton St,2,2,2017
2017-10-15,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,2017
2017-10-12,California,Aliso Viejo,6 Asbury Ct,2,2,2017
2017-10-11,Ohio,Pedro,15497 SR 93,4,0,2017
2017-10-10,California,San Francisco,25th St and Treat Ave,0,4,2017
2017-10-09,Texas,Houston,3352 Old Spanish Trail,0,5,2017
2017-10-07,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,2017
2017-10-06,Illinois,Chicago,8000 block of S Marshfield,0,5,2017
2017-10-05,Arizona,Casa Grande,400 block of W 13th Street,4,0,2017
2017-10-03,Florida,Miami,2051 NW 65th St,0,4,2017
2017-10-01,Kansas,Lawrence,1000 block of Massachusetts St,3,2,2017
2017-10-01,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,2017
2017-09-30,Tennessee,Memphis,800 block of Kerr Avenue,1,3,2017
2017-09-28,Louisiana,New Orleans,2001 N Rocheblave St,1,3,2017
2017-09-26,Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,2017
2017-09-26,Tennessee,Memphis,2531 Chelsea Ave,0,4,2017
2017-09-26,Maryland,Baltimore,3200 block of Lyndale Ave,2,2,2017
2017-09-24,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,2017
2017-09-24,Tennessee,Antioch,3890 Pin Hook Rd,1,8,2017
2017-09-24,New York,Syracuse,1226 E Fayette St,0,4,2017
2017-09-24,New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,2017
2017-09-23,California,Bakersfield,818 Real Rd,1,4,2017
2017-09-23,Illinois,Danville,Seminary St and Jackson St,0,5,2017
2017-09-23,Connecticut,Hartford,1164 Albany Ave,2,2,2017
2017-09-20,Indiana,Gary,4300 block of 23rd Ct,0,5,2017
2017-09-17,Michigan,Detroit,5000 block of Stanton Street,1,3,2017
2017-09-17,Virginia,Petersburg,300 Mistletoe St,1,4,2017
2017-09-16,South Carolina,Columbia,920 Lady Street,0,8,2017
2017-09-13,Tennessee,Memphis,1000 block of Morehead St,1,5,2017
2017-09-13,Washington,Rockford,14626 S Jackson Rd,1,3,2017
2017-09-13,Pennsylvania,York,400 block of S Duke St,0,4,2017
2017-09-13,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,2017
2017-09-10,Louisiana,New Orleans,2101 N Claiborne Ave,1,3,2017
2017-09-10,Texas,Plano,1712 West Spring Creek Parkway,9,1,2017
2017-09-09,Alabama,Selma,Kings Bend Road,0,4,2017
2017-09-06,Illinois,Chicago,2700 block of Madison,0,4,2017
2017-09-04,Illinois,Bellwood,1000 block of Bellwood Ave,0,4,2017
2017-09-03,California,Inglewood,10100 block of S Firmona Ave,2,3,2017
2017-09-02,Kentucky,Louisville,8008 Watterson Trl,0,4,2017
2017-09-02,Illinois,Chicago,8300 block of S Hermitage,1,3,2017
2017-08-28,New Mexico,Clovis,701 N Main St,2,4,2017
2017-08-27,California,Sacramento,7760 24th St,1,4,2017
2017-08-27,Indiana,Evansville,1127 Chestnut St,1,3,2017
2017-08-25,Florida,Gainesville,1600 NE 8th Ave,0,4,2017
2017-08-24,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,2017
2017-08-22,Illinois,Chicago,300 block of N Central Ave,0,4,2017
2017-08-21,New Jersey,Newark,Fabyan Place,0,4,2017
2017-08-21,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,2017
2017-08-21,New Jersey,Newark,700 block of S 19th St,1,3,2017
2017-08-21,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,2017
2017-08-21,Tennessee,Memphis,262 Decatur St,0,4,2017
2017-08-20,New York,Brooklyn,100th St and Ave M,0,4,2017
2017-08-20,Illinois,Chicago,11901 S Loomis St,2,5,2017
2017-08-19,Ohio,Cleveland,11143 Superior Ave,1,4,2017
2017-08-16,New York,Wyandanch,Merritt Ave and 15th St,0,4,2017
2017-08-14,California,North Hollywood,Morrison St and Klump Ave,2,2,2017
2017-08-13,Pennsylvania,Philadelphia,39th St and Melon St,0,5,2017
2017-08-13,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,2017
2017-08-13,Virginia,Suffolk,8700 block of Quay Rd,0,4,2017
2017-08-12,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,2017
2017-08-08,Illinois,Chicago,1 block of East 37th St,1,6,2017
2017-08-06,New York,Bronx,Wickham Ave,0,6,2017
2017-08-06,New York,Bronx,Unionport Rd,0,4,2017
2017-08-06,California,Oakland,1000 block of 106th Avenue,0,7,2017
2017-08-05,New Jersey,Lakewood,900 block of Brook Road,0,4,2017
2017-08-05,South Carolina,Allendale,300 block of Ellis St,1,3,2017
2017-08-05,Florida,Tallahassee,1939 W Tennessee St,1,3,2017
2017-08-04,Montana,Lodge Grass,200 block of North Helen Street,3,2,2017
2017-08-03,District of Columbia,Washington,3426 18th St NE,1,3,2017
2017-08-02,Maryland,Baltimore,900 block of N Broadway,0,4,2017
2017-08-01,Illinois,Chicago,800 block of N Monticello Ave,0,4,2017
2017-08-01,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,2017
2017-08-01,California,Fresno,Mariposa St and A St,0,7,2017
2017-07-31,Illinois,Decatur,Jasper St and Main St,0,4,2017
2017-07-30,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,2017
2017-07-30,Texas,El Paso,1810 George Dieter Dr,1,3,2017
2017-07-29,New York,Buffalo,200 block of Carl St,1,4,2017
2017-07-29,North Carolina,Salisbury,115 W Fisher St,2,3,2017
2017-07-28,Delaware,Wilmington,400 block of N Washington St,0,4,2017
2017-07-27,Illinois,Chicago,2000 block of E 71st St,1,4,2017
2017-07-26,North Carolina,High Point,2111 E. Green Drive,1,6,2017
2017-07-25,Florida,Jacksonville,1040 Golfair Boulevard,1,3,2017
2017-07-23,Illinois,Chicago,1500 block of East 82nd St,1,3,2017
2017-07-23,Louisiana,Baton Rouge,10360 Ave H,0,4,2017
2017-07-22,Ohio,Cincinnati,130 E Clifton Ave,0,5,2017
2017-07-19,Virginia,Richmond,2300 block of Bethel St,0,5,2017
2017-07-19,California,Los Angeles,Imperial Hwy and Broadway,1,3,2017
2017-07-18,Wisconsin,Milwaukee,3000 block of N 39th St,0,4,2017
2017-07-18,New Jersey,Trenton,Hewitt St and Division St,1,3,2017
2017-07-18,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,2017
2017-07-15,Pennsylvania,Philadelphia,21st and Fitzwater,1,3,2017
2017-07-15,Illinois,Chicago,12200 block of S Throop St,0,4,2017
2017-07-09,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,2017
2017-07-08,Illinois,Alton,700 block of Oakwood Ave,0,4,2017
2017-07-08,Ohio,Cincinnati,9917 Capstan Dr,1,8,2017
2017-07-06,Mississippi,Meridian,Eighth Ave,0,4,2017
2017-07-05,Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,2017
2017-07-05,Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,2017
2017-07-05,Maine,Madison,300 block of Russell Rd,4,1,2017
2017-07-04,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,2017
2017-07-04,Virginia,Hampton,500 block of Patterson Ave,1,4,2017
